date,category,amount,department,vendor
2025-05-23,IT,368.84,Sales,GitHub
2025-05-24,Marketing,377.95,Engineering,Google Ads
2025-05-24,Marketing,264.73,Engineering,HubSpot
2025-05-24,Equipment,735.91,HR,Best Buy
2025-05-25,Professional Services,1012.92,Finance,Anderson Tax LLP
2025-05-25,Facilities,1511.40,Finance,Pacific Gas & Electric
2025-05-25,Marketing,435.82,HR,HubSpot
2025-05-26, Equipment  ,636.23,HR,Dell
2025-05-26,Professional Services,678.28,Sales,Reed & Co Legal
2025-05-26,Travel,215.30,Engineering,Uber
2025-05-26,IT,413.24,Sales,Zoom
2025-05-27,TRAVEL,463.31,Operations,United Airlines
2025-05-28,Office Supplies,222.69,Engineering,Office Depot
2025-05-28,TRAVEL,142.47,Engineering,Booking.com
2025-05-28,IT,601.20,Sales,Zoom
2025-05-29,Facilities,983.49,Sales,Pacific Gas & Electric
2025-05-29,IT,164.87,Operations,Datadog
2025-05-29,Travel,141.99,Engineering,Lyft
2025-05-29,IT,268.68,Operations,Microsoft 365
2025-05-29,Facilities,2063.34,HR,WeWork
2025-05-30,IT,223.24,Operations,AWS
2025-05-30,Marketing,378.20,Sales,Mailchimp
2025-05-30,Travel,355.89,HR,Uber
2025-05-31,Equipment,684.41,Sales,CDW
2025-05-31,Equipment,972.99,Engineering,CDW
2025-06-01,Marketing,200.94,Engineering,Mailchimp
2025-06-01,Office Supplies,214.18,Operations,Staples
2025-06-01,Office Supplies,202.48,Operations,Amazon Business
2025-06-01,IT,217.38,Sales,AWS
2025-06-01,Marketing,358.23,Operations,Mailchimp
2025-06-02,EQUIPMENT,957.09,Sales,Apple
2025-06-02,Facilities,1161.12,Sales,WeWork
2025-06-02,Marketing,316.30,Finance,Canva
2025-06-03,Travel,424.27,Operations,Delta
2025-06-03,Equipment,1097.36,Sales,Dell
2025-06-04,Facilities,909.57,Engineering,Pacific Gas & Electric
2025-06-05,Travel,465.40,HR,Lyft
2025-06-05, Travel  ,419.07,Engineering,Delta
2025-06-05,Equipment,525.65,Sales,CDW
2025-06-05,IT,399.71,Sales,Atlassian
2025-06-06,Equipment,155.69,Engineering,Best Buy
2025-06-06,Facilities,1194.84,Engineering,Comcast Business
2025-06-07,Office Supplies,90.75,Sales,Amazon Business
2025-06-07,Facilities,1973.39,Engineering,Pacific Gas & Electric
2025-06-07,IT,694.45,Engineering,Microsoft 365
2025-06-08,Office Supplies,136.50,Engineering,Amazon Business
2025-06-08,Marketing,1135.57,Finance,Mailchimp
2025-06-08,I.T.,214.11,Operations,Slack
2025-06-09,Marketing,349.85,Operations,Mailchimp
2025-06-09,IT,101.06,Sales,Salesforce
2025-06-09,Travel,405.53,Finance,Lyft
2025-06-09,Equipment,319.86,Engineering,Best Buy
2025-06-09,Professional Services,4333.76,Engineering,Deloitte
2025-06-10,Travel,846.17,Sales,Delta
2025-06-10,IT,307.81,Engineering,Microsoft 365
2025-06-10,Travel,406.56,Operations,Marriott
2025-06-10,IT,1143.99,Operations,Atlassian
2025-06-10,IT,631.48,Engineering,Slack
2025-06-11,Office Supplies,55.19,Finance,Office Depot
2025-06-11,Professional Services,1617.40,Sales,Deloitte
2025-06-11,TRAVEL,498.35,Engineering,Uber
2025-06-12,Professional Services,5642.13,Sales,Deloitte
2025-06-12,Professional Services,4251.21,Operations,Reed & Co Legal
2025-06-12,Marketing,799.51,Engineering,Canva
2025-06-13,IT,338.11,Sales,Slack
2025-06-13,Equipment,626.09,Sales,Best Buy
2025-06-13,IT,479.71,Engineering,Datadog
2025-06-13,IT,1013.70,Operations,Zoom
2025-06-14,Travel,614.93,Finance,Delta
2025-06-14,Travel,628.84,Sales,Lyft
2025-06-14,Marketing,1044.63,Engineering, LinkedIn Ads  
2025-06-14,Travel,333.36,Operations,United Airlines
2025-06-15,IT,638.15,Engineering,AWS
2025-06-15,Travel,215.53,Sales,Booking.com
2025-06-15,IT,176.32,Sales,Salesforce
2025-06-15,IT,589.31,Operations,GitHub
2025-06-15,Facilities,2084.51,Sales,Pacific Gas & Electric
2025-06-15,Marketing,969.69,Sales,  Google Ads 
2025-06-15,Equipment,599.55,Finance,Best Buy
2025-06-16,Office Supplies,68.22,Engineering,Staples
2025-06-16,Travel,316.14,Operations,Booking.com
2025-06-17,Marketing,508.08,Sales,Meta Ads
2025-06-17,IT,215.28,HR,Datadog
2025-06-17,Equipment,578.35,Engineering,Apple
2025-06-18,Office Supplies,123.80,Engineering,Staples
2025-06-18,Travel,399.82,Operations,Marriott
2025-06-18,Marketing,1096.78,Operations,Canva
2025-06-18,IT,979.45,Operations,Salesforce
2025-06-18,Equipment,430.01,Operations,Dell
2025-06-19,Equipment,356.80,Finance,Apple
2025-06-19,Travel,761.70,Sales,Lyft
2025-06-19,Marketing,983.43,Engineering,HubSpot
2025-06-19,Marketing,333.71,Engineering,Google Ads
2025-06-21,marketing,665.30,Sales,HubSpot
2025-06-22,it,596.25,HR,Notion
2025-06-22,Office Supplies,64.93,Engineering,Amazon Business
2025-06-22,  Facilities ,2057.94,Finance,WeWork
2025-06-23,Facilities,812.54,Sales,Spectrum
2025-06-23,Facilities,1634.50,Sales,WeWork
2025-06-24,Office Supplies,98.71,Sales,Amazon Business
2025-06-24,Marketing,465.33,Sales,Canva
2025-06-24,Marketing,547.15,Engineering,Mailchimp
2025-06-25,Marketing,555.94,Finance,Canva
2025-06-25,Marketing,705.63,Sales,Google Ads
2025-06-26,Facilities,965.30,Engineering,WeWork
2025-06-26,Marketing,152.52,Engineering,LinkedIn Ads
2025-06-26,Marketing,399.55,Operations,Mailchimp
2025-06-27,Marketing,315.84,Sales,Google Ads
2025-06-27,Office Supplies,152.10,Operations,Staples
2025-06-27,Travel,156.01,Sales,Marriott
2025-06-27,MARKETING,423.22,Operations,Canva
2025-06-28,Facilities,454.27,Sales,WeWork
2025-06-28,Marketing,835.48,Sales,Google Ads
2025-06-28,Professional Services,6243.70,Sales,Anderson Tax LLP
2025-06-28,Office Supplies,122.69,Sales,Staples
2025-06-28, I.T.  ,538.77,Engineering,Notion
2025-06-28,Office Supplies,122.80,Sales,Staples
2025-06-29,IT,175.36,HR,GitHub
2025-06-29,IT,332.00,Engineering,Slack
2025-06-29,Travel,117.64,Operations,Marriott
2025-06-30,Office Supplies,114.46,Engineering,Amazon Business
2025-06-30,Office Supplies,220.71,Operations,Office Depot
2025-06-30,facilities,2116.53,Sales,Comcast Business
2025-07-01,IT,224.83,Engineering,Slack
2025-07-01,I.T.,331.16,Engineering,AWS
2025-07-01,IT,354.11,HR,Atlassian
2025-07-02,Marketing,529.22,Engineering,Canva
2025-07-02,Marketing,1025.66,Sales,Meta Ads
2025-07-02,IT,564.21,Operations,Datadog
2025-07-02,Travel,332.19,Sales,Delta
2025-07-03,marketing,199.45,Engineering,Meta Ads
2025-07-03,Marketing,537.01,HR,LinkedIn Ads
2025-07-03,Marketing,740.34,Engineering,Google Ads
2025-07-04,Equipment,1195.95,Engineering,Dell
2025-07-04,Marketing,860.39,HR,LinkedIn Ads
2025-07-05,Equipment,944.26,Sales,Apple
2025-07-05,IT,920.47,Operations, AWS  
2025-07-06,IT,243.92,Operations,Salesforce
2025-07-06,Marketing,905.95,Operations,HubSpot
2025-07-06,IT,603.23,Engineering,Datadog
2025-07-07,IT,551.74,Operations,Microsoft 365
2025-07-07,Marketing,368.56,Finance,Mailchimp
2025-07-08,OFFICE SUPPLIES,96.90,Finance,Staples
2025-07-08,Marketing,676.95,Operations,Meta Ads
2025-07-09,Marketing,560.83,Operations,LinkedIn Ads
2025-07-09,Facilities,762.03,Sales,Comcast Business
2025-07-09,IT,936.89,Engineering,GitHub
2025-07-10,Marketing,423.39,Engineering,Mailchimp
2025-07-10,Travel,137.07,Engineering,United Airlines
2025-07-10,Travel,159.52,Engineering,Lyft
2025-07-11,Marketing,338.66,Engineering,Canva
2025-07-11,  Equipment ,167.67,Sales,CDW
2025-07-11,Travel,159.61,Operations,Delta
2025-07-11,IT,774.09,Engineering,AWS
2025-07-12,IT,213.37,Engineering,Slack
2025-07-12,Marketing,1153.09,Operations,Meta Ads
2025-07-12,Office Supplies,184.60,Sales,Amazon Business
2025-07-13,IT,323.05,Finance,Slack
2025-07-13,Office Supplies,67.37,Engineering,Staples
2025-07-14,IT,256.99,Sales,Salesforce
2025-07-14,Travel,375.72,Engineering,Booking.com
2025-07-14,Office Supplies,61.52,Sales, Amazon Business  
2025-07-15,Facilities,1271.13,Sales,Spectrum
2025-07-15,IT,383.40,Operations,Microsoft 365
2025-07-16,Travel,142.04,Sales,United Airlines
2025-07-16,Facilities,1280.63,Sales,Pacific Gas & Electric
2025-07-16, IT  ,524.80,HR,Zoom
2025-07-16,Equipment,456.90,Engineering,Apple
2025-07-16,I.T.,363.65,Sales,AWS
2025-07-17,Travel,139.29,Engineering,Booking.com
2025-07-17,Marketing,777.86,Engineering,Meta Ads
2025-07-18,Facilities,497.57,Engineering,Comcast Business
2025-07-18,IT,235.74,Engineering,GitHub
2025-07-18,Facilities,750.83,Engineering,WeWork
2025-07-18,IT,1107.52,Engineering,Atlassian
2025-07-19,IT,659.53,Engineering,AWS
2025-07-19,  Travel ,299.54,Sales,United Airlines
2025-07-19,IT,186.78,Finance,Microsoft 365
2025-07-19,Marketing,401.70,Finance,LinkedIn Ads
2025-07-19,Facilities,685.04,Operations,WeWork
2025-07-20,IT,917.69,Sales,Notion
2025-07-20,IT,622.32,Engineering,Slack
2025-07-20,Office Supplies,221.47,Sales,Staples
2025-07-21,IT,205.66,Sales,Datadog
2025-07-21,IT,699.50,Finance,Atlassian
2025-07-22,Travel,12500.00,Sales,United Airlines
2025-07-22,Equipment,321.84,HR,Best Buy
2025-07-22,Equipment,754.50,Engineering,Dell
2025-07-22,  Marketing ,642.09,Engineering,Google Ads
2025-07-22,Marketing,692.21,Engineering,Meta Ads
2025-07-23,Travel,426.17,Engineering,United Airlines
2025-07-23,Marketing,1196.42,Sales,Mailchimp
2025-07-23,Facilities,337.93,Operations,Spectrum
2025-07-24,IT,500.38,Operations,Notion
2025-07-24,Travel,396.22,Finance,United Airlines
2025-07-24,Facilities,620.71,Operations,Pacific Gas & Electric
2025-07-24,IT,363.22,Finance,Atlassian
2025-07-24,Facilities,727.06,Engineering,WeWork
2025-07-25,Equipment,409.46,Operations,Best Buy
2025-07-25,equipment,210.97,Finance,Apple
2025-07-25,Facilities,1671.83,Engineering,WeWork
2025-07-25,Facilities,807.74,HR,Comcast Business
2025-07-27,Marketing,289.63,HR,Google Ads
2025-07-27,Travel,589.82,Operations,Booking.com
2025-07-27,Marketing,332.06,Sales,Google Ads
2025-07-28,IT,399.73,Engineering,Microsoft 365
2025-07-28,Facilities,521.21,Sales,WeWork
2025-07-28,Office Supplies,196.49,Sales,Staples
2025-07-29,Equipment,917.83,HR,Best Buy
2025-07-30,Office Supplies,213.13,Finance,Amazon Business
2025-07-30,Marketing,366.94,Engineering,LinkedIn Ads
2025-07-31,TRAVEL,276.73,Operations,Lyft
2025-08-01,Office Supplies,151.56,Finance,Office Depot
2025-08-01,IT,311.45,Engineering,Microsoft 365
2025-08-01,Marketing,455.26,Sales,Google Ads
2025-08-01,EQUIPMENT,672.06,Finance,Apple
2025-08-01, IT  ,432.65,Engineering,AWS
2025-08-02,Travel,301.60,Finance,United Airlines
2025-08-02, Marketing  ,849.66,Sales,Google Ads
2025-08-03,IT,115.45,Finance,GitHub
2025-08-03,Marketing,292.33,Engineering,Meta Ads
2025-08-04,Office Supplies,180.31,Engineering,Staples
2025-08-04,Travel,749.50,Finance,United Airlines
2025-08-04,TRAVEL,198.74,Sales,Delta
2025-08-04,  Office Supplies ,55.13,Sales,Amazon Business
2025-08-05,Facilities,641.57,Engineering,Comcast Business
2025-08-05,marketing,807.57,Sales,Google Ads
2025-08-06,IT,218.87,Operations,Atlassian
2025-08-07,Marketing,353.30,Sales, Meta Ads  
2025-08-08,Marketing,864.51,Operations,Meta Ads
2025-08-08,Marketing,846.03,Sales,LinkedIn Ads
2025-08-08,Travel,214.09,Operations,Delta
2025-08-08,Office Supplies,52.95,Engineering,Staples
2025-08-08,Equipment,874.10,Engineering,Best Buy
2025-08-08,Marketing,376.15,Finance,Google Ads
2025-08-08,Office Supplies,155.66,Finance,Office Depot
2025-08-09,Marketing,267.15,Finance,Google Ads
2025-08-09,Travel,303.92,Operations,Lyft
2025-08-09,IT,328.18,Sales,Datadog
2025-08-09,Facilities,966.86,HR,  Pacific Gas & Electric 
2025-08-09,IT,345.43,Engineering, GitHub  
2025-08-10,MKTG,998.32,Finance,Canva
2025-08-10,Facilities,2093.21,Engineering,WeWork
2025-08-11,Equipment,859.48,Sales,Apple
2025-08-12,Travel,554.05,Operations,United Airlines
2025-08-12,Travel,164.57,Engineering,Lyft
2025-08-12,  Marketing ,880.41,Operations,LinkedIn Ads
2025-08-12,IT,245.18,Engineering,AWS
2025-08-14,Marketing,249.28,HR,Google Ads
2025-08-14,IT,638.15,Sales,AWS
2025-08-15,IT,104.33,Operations,Microsoft 365
2025-08-15,Facilities,929.21,Engineering,Comcast Business
2025-08-15,IT,519.02,Sales,Salesforce
2025-08-15,Office Supplies,179.84,Engineering,Office Depot
2025-08-16,travel,173.12,Operations,Marriott
2025-08-16,IT,280.41,Finance, Salesforce  
2025-08-16,Travel,231.25,Engineering,Marriott
2025-08-16,Information Technology,335.09,Sales,Microsoft 365
2025-08-16,Travel,539.07,Engineering,United Airlines
2025-08-16,Marketing,268.27,Finance, LinkedIn Ads  
2025-08-16,Travel,227.15,Sales,Uber
2025-08-16,IT,830.42,Engineering,Slack
2025-08-16,Equipment,589.68,Finance,Apple
2025-08-17,Marketing,565.21,Sales,LinkedIn Ads
2025-08-17,Marketing,290.72,Sales,Google Ads
2025-08-17,Marketing,1280.10,Engineering,Mailchimp
2025-08-17,Travel,938.25,Sales,United Airlines
2025-08-17,  Marketing ,941.19,Sales,Canva
2025-08-17,Travel,534.47,Operations,Lyft
2025-08-17,Marketing,734.24,Sales,Google Ads
2025-08-18,Marketing,372.06,Sales,Canva
2025-08-18,Equipment,597.00,Finance,Dell
2025-08-18,Equipment,472.18,Operations,Best Buy
2025-08-18,  IT ,545.34,Engineering,Salesforce
2025-08-19,Travel,280.82,Sales,Lyft
2025-08-20,Travel,319.32,Engineering,Lyft
2025-08-20,Marketing,414.32,Engineering,LinkedIn Ads
2025-08-20,Information Technology,220.69,Sales,Slack
2025-08-21,Information Technology,28.09,Finance,Slack
2025-08-21,Office Supplies,42.43,Engineering,Staples
2025-08-21,IT,895.90,Sales,Slack
2025-08-21,Equipment,300.88,Operations,Best Buy
2025-08-22,IT,93.19,Operations,Microsoft 365
2025-08-22,Travel,497.95,Operations,United Airlines
2025-08-22,it,144.46,Engineering,Datadog
2025-08-22, Facilities  ,1390.09,HR,Spectrum
2025-08-23,IT,50.31,Engineering,Microsoft 365
2025-08-23,Travel,717.68,HR,Booking.com
2025-08-24,IT,404.55,Engineering,Notion
2025-08-24,IT,984.76,Operations,Salesforce
2025-08-24,IT,81.88,Engineering,Zoom
2025-08-24,IT,245.69,Sales,Microsoft 365
2025-08-24,IT,113.75,Engineering,Zoom
2025-08-25,Marketing,683.13,Finance,Google Ads
2025-08-25,IT,407.68,Sales,Microsoft 365
2025-08-27,IT,863.81,Engineering,Salesforce
2025-08-27,Travel,385.57,Engineering,Delta
2025-08-27,IT,668.55,Sales,Datadog
2025-08-27,  Facilities ,651.90,Sales, Pacific Gas & Electric  
2025-08-27,Facilities,670.78,Engineering,WeWork
2025-08-28,Travel,349.52,Operations,United Airlines
2025-08-28,IT,167.57,Finance,GitHub
2025-08-28,Facilities,1014.66,Sales,Spectrum
2025-08-28,IT,125.92,Finance,Datadog
2025-08-29,  marketing ,451.47,Engineering,Google Ads
2025-08-29,Facilities,1133.05,Sales,WeWork
2025-08-29,Travel,298.92,Sales,Marriott
2025-08-29,Equipment,827.95,Engineering,CDW
2025-08-30,Facilities,975.06,Sales,Comcast Business
2025-08-30,Marketing,888.05,Finance,Canva
2025-08-30,Office Supplies,4200.00,Operations,Amazon Business
2025-08-30,EQUIPMENT,1091.95,Sales,CDW
2025-09-01,Marketing,535.92,Sales,LinkedIn Ads
2025-09-01,Equipment,1324.57,Sales,Dell
2025-09-01,Marketing,165.04,Sales,Google Ads
2025-09-01,IT,234.96,Engineering, Microsoft 365  
2025-09-02,Facilities,1805.90,Operations,WeWork
2025-09-02,Travel,295.78,Sales,Marriott
2025-09-03,Facilities,256.77,HR,Spectrum
2025-09-03,Travel,147.59,Operations,Marriott
2025-09-03,Marketing,895.50,Operations,Google Ads
2025-09-04,Professional Services,4771.47,Sales,Deloitte
2025-09-04,Facilities,550.02,Sales,Pacific Gas & Electric
2025-09-04,Marketing,490.47,Sales,Meta Ads
2025-09-04,Equipment,589.01,Engineering,Dell
2025-09-04,IT,909.37,Sales,Zoom
2025-09-04,  Office Supplies ,128.26,HR,Staples
2025-09-05,Marketing,1408.03,HR,Meta Ads
2025-09-05,Marketing,915.54,Finance,Google Ads
2025-09-06,Marketing,490.73,HR,Canva
2025-09-06,Travel,440.63,Sales,Lyft
2025-09-06,Marketing,1259.77,HR,Meta Ads
2025-09-06,Office Supplies,195.05,Engineering,Office Depot
2025-09-07,Marketing,506.18,Engineering,Canva
2025-09-07,IT,661.91,Sales,AWS
2025-09-07,Travel,260.98,Engineering,Marriott
2025-09-07,Facilities,2027.26,Engineering,Spectrum
2025-09-08,Equipment,385.49,Operations,Best Buy
2025-09-08,Marketing,332.66,Engineering,Meta Ads
2025-09-08,Office Supplies,55.62,Operations,Staples
2025-09-08,IT,717.47,Sales,AWS
2025-09-09,Facilities,2039.43,Sales,Spectrum
2025-09-09,IT,211.88,HR,Atlassian
2025-09-09,Travel,373.79,Engineering,Marriott
2025-09-10,MARKETING,819.35,Sales,LinkedIn Ads
2025-09-10,travel,462.47,Sales,Delta
2025-09-11,Travel,348.36,Sales,Marriott
2025-09-11,  IT ,159.58,Operations,Atlassian
2025-09-11,IT,322.36,Sales,  Atlassian 
2025-09-11,IT,944.40,Engineering,GitHub
2025-09-12,Office Supplies,38.05,Sales,Staples
2025-09-12,Marketing,45000.00,Sales,LinkedIn Ads
2025-09-13,Facilities,2284.33,Engineering,WeWork
2025-09-13,Equipment,476.46,Sales, Best Buy  
2025-09-14,Marketing,404.13,Operations,Canva
2025-09-14,Office Supplies,127.67,Sales,Amazon Business
2025-09-14,Marketing,677.18,HR,Meta Ads
2025-09-14,Office Supplies,210.57,Engineering,Amazon Business
2025-09-15,Travel,271.56,Sales,Marriott
2025-09-15,IT,109.90,Operations,AWS
2025-09-15,Equipment,929.99,Sales,Dell
2025-09-16,IT,858.74,Sales,Zoom
2025-09-17,Travel,241.30,Finance,Uber
2025-09-17,Office Supplies,44.11,Engineering,Amazon Business
2025-09-18,  IT ,421.67,Operations,Atlassian
2025-09-18,Travel,501.72,Engineering,Marriott
2025-09-19,IT,260.72,Finance,GitHub
2025-09-19,Office Supplies,142.42,Sales,Amazon Business
2025-09-19, Equipment  ,293.97,Sales,Dell
2025-09-19,IT,77.77,Sales,AWS
2025-09-20,  Marketing ,395.74,HR,Mailchimp
2025-09-20,Travel,920.88,Sales,Marriott
2025-09-21,Travel,851.03,HR,Marriott
2025-09-21,OFFICE SUPPLIES,202.56,Sales,  Office Depot 
2025-09-21,Travel,231.01,Operations,Lyft
2025-09-21,Marketing,229.97,HR,Meta Ads
2025-09-21,Office Supplies,121.38,Sales,Office Depot
2025-09-21,IT,89.41,Sales,Slack
2025-09-22,Equipment,441.30,Operations,CDW
2025-09-22,Office Supplies,136.45,Engineering,Staples
2025-09-22,Office Supplies,123.09,Operations,Staples
2025-09-23,Office Supplies,100.96,Sales,Amazon Business
2025-09-23,Travel,251.03,Finance,  Delta 
2025-09-23,Travel,249.45,Engineering,United Airlines
2025-09-24,IT,460.98,HR,Salesforce
2025-09-24,Equipment,576.17,Engineering,Dell
2025-09-24,Professional Services,2522.30,Engineering,Anderson Tax LLP
2025-09-24,IT,687.05,HR,Salesforce
2025-09-25,Office Supplies,116.24,Sales,Staples
2025-09-25,IT,815.26,Sales,Notion
2025-09-25,Travel,217.24,Sales,Uber
2025-09-25,Marketing,412.15,Operations,LinkedIn Ads
2025-09-25,Equipment,812.58,Sales,Best Buy
2025-09-26,  Travel ,906.28,Sales,Lyft
2025-09-26,travel,656.12,Sales,Uber
2025-09-28, Marketing  ,307.03,Sales,HubSpot
2025-09-28,Travel,595.87,Engineering,Lyft
2025-09-28,Professional Services,2353.87,HR,Mercer Consulting
2025-09-29,Marketing,386.95,Sales,HubSpot
2025-09-29,IT,495.26,HR, Notion  
2025-09-29,IT,524.76,Sales,GitHub
2025-09-29,Information Technology,69.64,HR,Zoom
2025-09-30,Travel,262.74,Engineering,Lyft
2025-09-30,IT,823.70,Sales,GitHub
2025-10-01,Equipment,1009.42,Finance,CDW
2025-10-01,IT,231.03,Sales,Zoom
2025-10-01,Office Supplies,243.24,HR,Amazon Business
2025-10-01,I.T.,374.88,Finance,Slack
2025-10-01,Marketing,331.89,Operations,Mailchimp
2025-10-01,  I.T. ,691.23,Finance,Slack
2025-10-02,Office Supplies,104.97,Operations,Amazon Business
2025-10-02, Office Supplies  ,92.26,Operations,Office Depot
2025-10-02,Marketing,627.18,Operations,HubSpot
2025-10-03,IT,357.24,Engineering,Notion
2025-10-03,IT,477.19,Engineering,Notion
2025-10-03,MARKETING,960.88,Sales,HubSpot
2025-10-03,Marketing,391.77,Sales,Canva
2025-10-04,Office Supplies,208.50,Engineering,Office Depot
2025-10-05,IT,551.38,Finance,Salesforce
2025-10-06,IT,264.11,HR,AWS
2025-10-06,Marketing,421.19,Sales,Meta Ads
2025-10-07,Travel,297.54,Engineering,Delta
2025-10-07,Office Supplies,132.30,Sales,Office Depot
2025-10-07,Marketing,641.60,Engineering,Mailchimp
2025-10-07,Travel,194.52,Sales,Marriott
2025-10-07,Travel,247.65,Sales,United Airlines
2025-10-07,Information Technology,425.51,Engineering,AWS
2025-10-07,  Travel ,224.49,Engineering,Delta
2025-10-08,Facilities,1107.56,Finance,WeWork
2025-10-08,Marketing,604.85,Engineering,LinkedIn Ads
2025-10-09,Equipment,670.31,Finance,CDW
2025-10-09,MKTG,894.63,Finance,HubSpot
2025-10-10,IT,741.67,Sales,Zoom
2025-10-10,Equipment,403.03,Sales,Apple
2025-10-10,Facilities,1467.14,Engineering,Comcast Business
2025-10-10,IT,218.40,Operations,AWS
2025-10-10,Facilities,903.25,Finance,WeWork
2025-10-10,Equipment,771.19,Engineering,Apple
2025-10-10,Equipment,489.31,Sales,Apple
2025-10-10,IT,355.12,Finance,AWS
2025-10-11,marketing,824.68,Operations,Meta Ads
2025-10-11,Office supplies,153.13,Finance,Amazon Business
2025-10-11,Marketing,1078.50,Engineering,LinkedIn Ads
2025-10-11,Equipment,1252.91,Sales,CDW
2025-10-11,IT,232.29,Sales,Salesforce
2025-10-12,IT,890.36,Engineering,GitHub
2025-10-12,Equipment,682.93,Operations,Apple
2025-10-12,Facilities,282.27,Sales,Pacific Gas & Electric
2025-10-12,Marketing,548.18,Engineering,LinkedIn Ads
2025-10-13,Facilities,784.91,Sales,  WeWork 
2025-10-13,IT,529.59,Engineering,Slack
2025-10-13,Travel,141.47,Finance,  United Airlines 
2025-10-13,FACILITIES,1263.46,Operations,Pacific Gas & Electric
2025-10-13,IT,444.14,Engineering,GitHub
2025-10-14,Equipment,594.10,Operations,Apple
2025-10-15,Office Supplies,118.62,Finance,Office Depot
2025-10-15,Marketing,807.94,HR,Google Ads
2025-10-15,FACILITIES,1540.80,Engineering,Comcast Business
2025-10-16,IT,201.12,Engineering,AWS
2025-10-16,Marketing,325.40,Finance,Google Ads
2025-10-17,Office Supplies,176.06,Sales,Office Depot
2025-10-17,IT,545.82,Engineering,AWS
2025-10-17,Marketing,477.24,Operations,  Mailchimp 
2025-10-18,Professional Services,6109.22,Finance,Deloitte
2025-10-18,IT,242.21,Engineering,Slack
2025-10-18,IT,238.45,Engineering,Microsoft 365
2025-10-18,IT,237.90,Engineering,GitHub
2025-10-18,Equipment,373.07,Engineering,Apple
2025-10-18,Marketing,447.97,Engineering,Meta Ads
2025-10-19,IT,591.39,Sales,Zoom
2025-10-19,Travel,389.27,Sales,Uber
2025-10-19,Marketing,660.94,Operations,HubSpot
2025-10-19,travel,400.66,Engineering,Lyft
2025-10-19,Office Supplies,98.03,Engineering,Staples
2025-10-20,Marketing,398.04,Operations,Mailchimp
2025-10-20,Travel,146.61,Sales,Booking.com
2025-10-20,IT,609.46,Engineering, Zoom  
2025-10-20,MARKETING,1057.57,Finance,Mailchimp
2025-10-20,Office Supplies,124.83,Sales,Staples
2025-10-21,IT,534.92,HR,GitHub
2025-10-21,Travel,266.30,Engineering,Uber
2025-10-21,MARKETING,698.21,Sales,Meta Ads
2025-10-21,IT,428.83,Sales,Slack
2025-10-22,Office Supplies,247.80,Engineering,Office Depot
2025-10-22, it  ,126.19,Sales,Datadog
2025-10-22,IT,395.74,Engineering,Notion
2025-10-23,Travel,605.49,Operations,Delta
2025-10-23,IT,837.99,Sales,Notion
2025-10-23,Travel,309.73,Engineering,Lyft
2025-10-24,Facilities,1407.78,Finance,Spectrum
2025-10-24,  Office Supplies ,247.34,Engineering,Staples
2025-10-24,Travel,690.29,Engineering,Lyft
2025-10-24,Facilities,917.04,Sales,Pacific Gas & Electric
2025-10-25, IT  ,431.70,Sales,Notion
2025-10-25,it,574.67,Operations,Zoom
2025-10-25,Marketing,281.31,Operations,Meta Ads
2025-10-26,Marketing,985.82,Finance,Canva
2025-10-26,Travel,386.87,Sales,Uber
2025-10-27,IT,922.74,Sales,Notion
2025-10-27,Marketing,419.63,Engineering,Google Ads
2025-10-27,travel,538.00,Operations,Lyft
2025-10-27,Facilities,719.92,HR,WeWork
2025-10-27,  Marketing ,1085.16,Engineering,Mailchimp
2025-10-27,Facilities,936.27,Operations,Comcast Business
2025-10-28,Equipment,447.11,HR,CDW
2025-10-29,IT,434.15,Sales,Microsoft 365
2025-10-29,Marketing,434.67,Engineering,LinkedIn Ads
2025-10-30,Travel,396.83,Engineering,United Airlines
2025-10-30,MKTG,1257.88,HR,Mailchimp
2025-10-31,Marketing,900.72,Sales,HubSpot
2025-10-31,IT,570.51,Finance,GitHub
2025-10-31,Equipment,1028.63,Engineering,Dell
2025-10-31,IT,784.83,Engineering,AWS
2025-10-31,IT,352.88,Engineering,Datadog
2025-11-01,IT,474.71,Engineering,GitHub
2025-11-01,Marketing,868.20,Finance,Canva
2025-11-01,IT,801.60,Finance,GitHub
2025-11-01,Travel,103.39,Sales,Lyft
2025-11-02,IT,352.54,Finance,Datadog
2025-11-03,IT,175.83,Finance,Microsoft 365
2025-11-03,Travel,363.63,Sales,Booking.com
2025-11-03,Marketing,506.96,Engineering,Canva
2025-11-03,Equipment,449.27,Sales,Best Buy
2025-11-03,travel,498.02,Engineering,Uber
2025-11-03,Marketing,306.34,Sales,LinkedIn Ads
2025-11-04,Travel,361.15,Sales,United Airlines
2025-11-04,IT,752.39,Engineering,Microsoft 365
2025-11-04,Professional Services,85000.00,Finance,Reed & Co Legal
2025-11-04,Facilities,1272.71,Sales,WeWork
2025-11-05,Office Supplies,129.86,Engineering,Amazon Business
2025-11-06,Marketing,672.38,Sales,Meta Ads
2025-11-06,Travel,729.43,Finance,Uber
2025-11-06,Travel,317.06,HR,Delta
2025-11-06,IT,307.97,Engineering,Datadog
2025-11-07,facilities,1816.67,Sales,  Spectrum 
2025-11-07,Marketing,244.34,Sales,LinkedIn Ads
2025-11-08,Equipment,187.25,Engineering,CDW
2025-11-08,Marketing,768.17,Engineering,Mailchimp
2025-11-08,Professional Services,3583.66,Engineering,Reed & Co Legal
